city_id,city_name,state_id,state_code,county_area
1131,Old Hickory,13,TN,"Davidson County, TN"
1132,Olin,10,NC,Iredell
1133,Omak,15,WA,Okanogan
1134,Only,13,TN,"Hickman County, TN"
1135,Ooltewah,13,TN,"Hamilton County, TN"
1136,Orangeburg,12,SC,Orangeburg
1137,Orcas Island,15,WA,San Juan
1138,Oregon,8,MO,Holt
1139,Orland Park,5,IL,Cook
1140,Orlinda,13,TN,"Robertson County, TN"
1141,Orrick,8,MO,Ray
1142,Osage City,6,KS,"Osage, KS"
1143,Osawatomie,6,KS,Miami
1144,Osborn,8,MO,Dekalb
1145,Osceola,8,MO,St. Clair
1146,Oskaloosa,6,KS,"Jefferson, KS"
1147,Othello,15,WA,Adams
1148,Other,6,KS,Leavenworth
1149,Other,8,MO,Texas
1150,Ottawa,6,KS,"Franklin, KS"
1151,Otterville,8,MO,Cooper
1152,Overland Park,6,KS,"Johnson, KS"
1153,Owensville,8,MO,Gasconade
1154,Oxford,10,NC,Granville
1155,Ozawkie,6,KS,"Jefferson, KS"
1156,PAHOKEE,3,FL,Marion
1157,PAISLEY,3,FL,Lake
1158,PALM BAY,3,FL,Brevard
1159,PALM COAST,3,FL,Flagler
1160,PALM HARBOR,3,FL,Pinellas
1161,PALMETTO,3,FL,Manatee
1162,PANAMA CITY,3,FL,Bay
1163,PARRISH,3,FL,Manatee
1164,PEMBROKE PINES,3,FL,Broward
1165,PENSACOLA,3,FL,Escambia
1166,PINELLAS PARK,3,FL,Pinellas
1167,PLACIDA,3,FL,Charlotte
1168,PLANT CITY,3,FL,Hillsborough
1169,POINCIANA,3,FL,Polk
1170,POLK CITY,3,FL,Polk
1171,POMONA PARK,3,FL,Putnam
1172,PONCE INLET,3,FL,Volusia
1173,PORT CHARLOTTE,3,FL,Charlotte
1174,PORT ORANGE,3,FL,Volusia
1175,PORT RICHEY,3,FL,Pasco
1176,PORT SAINT LUCIE,3,FL,St Lucie
1177,PORT ST LUCIE,3,FL,St Lucie
1178,PUNTA GORDA,3,FL,Charlotte
1179,Pacolet,12,SC,Spartanburg
1180,Pageland,12,SC,Chesterfield
1181,Pagosa Springs,2,CO,Archuleta
1182,Paige,14,TX,Bastrop
1183,Palatine,5,IL,Cook
1184,Palestine,14,TX,Anderson
1185,Palmer Lake,2,CO,El Paso
1186,Palmview,14,TX,Hidalgo
1187,Palmyra,13,TN,"Montgomery County, TN"
1188,Paola,6,KS,Miami
1189,Paris,13,TN,"Henry County, TN"
1190,Parker,2,CO,Douglas
1191,Parker,6,KS,"Linn, KS"
1192,Parkville,8,MO,Platte
1193,Parsons,6,KS,Labette
1194,Parsons,13,TN,"Decatur County, TN"
1195,Pattonsburg,8,MO,Gentry
1196,Pauline,12,SC,Spartanburg
1197,Peachland,10,NC,Anson
1198,Pearsall,14,TX,Frio
1199,Peculiar,8,MO,Cass
1200,Pegram,13,TN,"Cheatham County, TN"
1201,Pelham,13,TN,"Grundy County, TN"
1202,Pendleton,12,SC,Anderson
1203,Penrose,2,CO,Fremont
1204,Penrose,10,NC,Transylvania
1205,Perry,8,MO,Ralls
1206,Petersburg,13,TN,"Lincoln County, TN"
1207,Peyton,2,CO,El Paso
1208,Pfafftown,10,NC,Forsyth
1209,Pflugerville,14,TX,Travis
1210,Pierce,2,CO,Weld
1211,Pikeville,13,TN,"Bledsoe County, TN"
1212,Pilot Mountain,10,NC,Surry
1213,Pinckneyville,5,IL,Perry-IL
1214,Pineville,10,NC,Mecklenburg
1215,Piney Creek,10,NC,Alleghany
1216,Pine,2,CO,Jefferson
1217,Pinnacle,10,NC,Surry
1218,Pisgah Forest,10,NC,Transylvania
1219,Pittsburg,6,KS,"Crawford, KS"
1220,Pittsburg,8,MO,Hickory
1221,Platte City,8,MO,Platte
1222,Platteville,2,CO,Weld
1223,Plattsburg,8,MO,Clinton
1224,Pleasant Garden,10,NC,Randolph
1225,Pleasant Hill,8,MO,Cass
1226,Pleasant Shade,13,TN,"Macon County, TN"
1227,Pleasant Valley,8,MO,Clay
1228,Pleasant View,13,TN,"Cheatham County, TN"
1229,Pleasanton,6,KS,"Linn, KS"
1230,Point Venture,14,TX,Travis
1231,Polkton,10,NC,Anson
1232,Polo,8,MO,Ray
1233,Pomona,6,KS,"Franklin, KS"
1234,Poncha Springs,2,CO,Chaffee
