location_id,location_code,location_name,location_type,area,city,state_code,country,latitude,longitude
132,USCONBBMIKFAVS,Hillsdale,neighborhood,Adams,Westminster,CO,US,39.83890914,-105.0498245
133,USCONBZNVPKHPP,Home Farm,neighborhood,Adams,Westminster,CO,US,39.92537718,-104.99918908
134,USCONBBMUOTJPS,Legacy Ridge West,neighborhood,Adams,Westminster,CO,US,39.890912,-105.043066
135,USCONBEZSMOJDS,NorthPark,neighborhood,Adams,Westminster,CO,US,39.87576339,-105.02663617
136,USCONBZNVPIQYN,Prospectors Point,neighborhood,Adams,Westminster,CO,US,39.85352472,-105.022195
137,USCONBUXUSXONR,SHAW HEIGHTS MESA 7TH FILING,neighborhood,Adams,Westminster,CO,US,39.858926,-105.033777
138,USCONBJUYIKBNY,Tanglewood,neighborhood,Adams,Westminster,CO,US,39.93094732,-104.99602781
139,USCONBGAEMNYQQ,THE RANCH FILING NO 2,neighborhood,Adams,Westminster,CO,US,39.913511,-105.014498
140,USCONBCFHMVWYF,Weatherstone,neighborhood,Adams,Westminster,CO,US,39.90959497,-105.04667349
141,USCONBMDKHGWZN,Highlands at Westbury,neighborhood,Adams,Northglenn,CO,US,39.90068154,-105.0042286
142,USCONBAMQEBOEH,Northglenn D,neighborhood,Adams,Northglenn,CO,US,39.89112774,-104.99746186
143,USCONBIKUELWKE,BENNET,neighborhood,Adams,Bennett,CO,US,39.84823506,-104.53740307
144,USCONBKIZARYPH,Centennial,neighborhood,Adams,Bennett,CO,US,39.75461828,-104.43935696
145,USCONBSEMKKZMX,Muegge Farms,neighborhood,Adams,Bennett,CO,US,39.74510796,-104.43815525
146,USCONBLFGJDJJH,Comanche Creek Estates,neighborhood,Adams,Strasburg,CO,US,39.76090159,-104.28352751
147,USCONBJMUJFZFR,Adams County,neighborhood,Adams,Strasburg,CO,US,39.90124676,-104.29875109
148,USCONBSITARFAM,Strasburg,neighborhood,Adams,Strasburg,CO,US,39.78235277,-104.33612194
149,USCONBVGTWYSPK,Montecello,neighborhood,Adams,Federal Heights,CO,US,39.86068422,-105.01090512
150,USCONBMKHXEBPW,Lochbuie Station,neighborhood,Adams,Lochbuie,CO,US,39.99677,-104.72715
151,USCONBQKVNOFZK,North Park Filing 1 Rep C,neighborhood,Adams,Broomfield,CO,US,39.99445,-105.01339
152,USCONBMSJWVGGJ,NORTH STAR ESTATES FOURTH FILING,neighborhood,Adams,Broomfield,CO,US,39.97888,-105.00822
153,USCONBJTXFJNKM,None,neighborhood,Adams,Byers,CO,US,39.97786339,-104.05810479
154,USCONBABZSETQN,NorthRidge,neighborhood,Adams,Arvada,CO,US,39.81529197,-105.04988945
155,USSCNBOVIBUHUU,Unknown,neighborhood,Aiken,Aiken,SC,US,33.5257999,-81.93825
156,USNCNBIKIIWHWX,Haw creek,neighborhood,Alamance,Graham,NC,US,35.957884,-79.310043
157,USCOCIFTIACBCW,Mosca,city,Alamosa,Mosca,CO,US,37.65,-105.55
158,USCONBBPNEGWSI,N/A,neighborhood,Alamosa,Alamosa,CO,US,37.47255705,-105.82457336
159,USCONBNRALZAQT,None,neighborhood,Alamosa,Alamosa,CO,US,37.46458235,-105.82157695
160,USCONBIHUJVTGN,N/A,neighborhood,Alamosa,Mosca,CO,US,37.64433153,-105.76766529
161,USNCNBOPTAALTI,Spring Hills,neighborhood,Alexander,Taylorsville,NC,US,35.921881,-81.1406315
162,USNCNBHYIRHCMI,Alexander Estates,neighborhood,Alexander,Taylorsville,NC,US,35.81837692,-81.25480272
163,USNCNBNJZLLUBP,Alexander Heights,neighborhood,Alexander,Taylorsville,NC,US,35.85638157,-81.18351501
164,USNCNBOLRXMHAZ,Cedarwood Estates,neighborhood,Alexander,Taylorsville,NC,US,35.852913,-81.286763
165,USNCNBLGHPTAMT,Friendship Courts,neighborhood,Alexander,Taylorsville,NC,US,35.84736447,-81.2153713
166,USNCNBRWGIFITC,Harbor Town,neighborhood,Alexander,Taylorsville,NC,US,35.81278812,-81.26474608
167,USNCNBHHMYGMKX,Meadowridge Acres,neighborhood,Alexander,Taylorsville,NC,US,35.844183,-81.187962
168,USNCNBYRIEXMNJ,Ponderosa Acres,neighborhood,Alexander,Taylorsville,NC,US,35.82024,-81.274116
169,USNCNBZORQNWMC,Wesley Park,neighborhood,Alexander,Hiddenite,NC,US,35.863932,-81.108694
170,USKSCIYGGRWJIG,Iola,city,Allen,Iola,KS,US,37.9297475,-95.4039515
171,USKSCIQQLIXTQI,Gas,city,Allen,Gas,KS,US,39.011902,-98.4842465
172,USNCNBKMRURKGK,OAKVIEW COMMONS,neighborhood,,Salisbury,NC,US,35.631344,-80.457516
173,USNCNBPIJOCQYJ,ARCHER FARM,neighborhood,,Salisbury,NC,US,35.721223,-80.445094
174,USNCNBBELHHSYM,AUTUMN WOOD,neighborhood,,Salisbury,NC,US,35.593025,-80.42591
175,USNCNBECHUFEJD,BROWN ACRES,neighborhood,,Salisbury,NC,US,35.60419,-80.426178
176,USNCNBRWYTWDEU,CASTLEWOOD,neighborhood,,Salisbury,NC,US,35.656972,-80.502763
177,USNCNBWBGRKRMI,DRUMMOND VILLAGE,neighborhood,,Salisbury,NC,US,35.636427,-80.388649
178,USNCNBAZCEYVSY,GLENN WOOD ACRES,neighborhood,,Salisbury,NC,US,35.652055,-80.408753
179,USNCNBGVRLTAIY,KINGS TERRACE,neighborhood,,Salisbury,NC,US,35.58802,-80.541324
180,USNCNBQOYREDYE,KLUTTZ ACRES,neighborhood,,Salisbury,NC,US,35.646997,-80.558594
181,USNCNBHAJVEYMP,MILFORD KNOLL,neighborhood,,Salisbury,NC,US,35.696109,-80.503021
182,USNCNBPTIYZDQD,OLDE SALISBURY,neighborhood,,Salisbury,NC,US,35.6381625,-80.47186300000001
183,USNCNBPKLDVIIE,ORCHARD HILLS,neighborhood,,Salisbury,NC,US,35.613505705,-80.4992469
184,USNCNBRNMPADEA,PLEASANT COVE,neighborhood,,Salisbury,NC,US,35.60815,-80.320101
185,USNCNBUTJWJVNX,PROVIDENCE COUNTRY,neighborhood,,Salisbury,NC,US,35.637476,-80.366818
186,USNCNBRIVLYQIO,SHORE ACRES,neighborhood,,Salisbury,NC,US,35.600574,-80.3385
187,USNCNBUMRJQOUX,TEST,neighborhood,,Salisbury,NC,US,35.692249,-80.414558
188,USNCNBZHOEGNYN,WEST RIDGE,neighborhood,,Salisbury,NC,US,35.652169405,-80.559154025
189,USNCNBGLNEYGKX,WESTWOOD,neighborhood,,Salisbury,NC,US,35.68217404,-80.53409231
190,USNCNBXQWSFWTV,WOODSIDE,neighborhood,,Salisbury,NC,US,35.614864,-80.452812
191,USNCNBLHEFHPNI,FREEDOM PARK,neighborhood,,Kannapolis,NC,US,35.477554,-80.602158
192,USNCNBNYHQAJKK,MALLARD POINTE,neighborhood,,Kannapolis,NC,US,35.488773,-80.589319
193,USNCNBLRIAWNHT,BROOKS TERRACE,neighborhood,,Rockwell,NC,US,35.526628,-80.442778
194,USNCNBSRPBSJOC,COUNTRY PLACE ESTATES,neighborhood,,Rockwell,NC,US,35.522472,-80.381272
195,USNCNBAFYUNCGC,MIDDLE BROOK,neighborhood,,Rockwell,NC,US,35.517335,-80.418893
196,USNCNBRQNUCWMG,COCHRAN FARMS,neighborhood,,Concord,NC,US,35.3481,-80.6433
197,USNCNBQYTQSOZI,LAUREL PARK,neighborhood,,Concord,NC,US,35.404461315000006,-80.6535475
198,USNCNBCLPIGOTB,WINDY RIDGE,neighborhood,,Concord,NC,US,35.44793647,-80.70418042
199,USNCNBFYQAFMCU,YATES MEADOW,neighborhood,,Concord,NC,US,35.38507250000001,-80.660067
200,USNCNBLCNLNNMJ,OAKWOOD ACRES,neighborhood,,Lexington,NC,US,35.696540999999996,-80.21838149999999
201,USNCNBYBOTHHGG,EDGEWOOD,neighborhood,,Landis,NC,US,35.545368,-80.597484
202,USNCNBIWWEEXZQ,NONE,neighborhood,,Cleveland,NC,US,35.728182375,-80.67752702499999
203,USNCNBUXLWVSQS,HILL N DALE FARM,neighborhood,,Cleveland,NC,US,35.7461,-80.686284
204,USNCNBCNOSGVNX,NONE,neighborhood,,Gold Hill,NC,US,35.57953757,-80.33180815
205,USNCNBKSKMPUGB,NONE,neighborhood,,Mount Pleasant,NC,US,35.40187383,-80.440402
206,USCONBQOBCLJWL,Clear Creek Gardens,neighborhood,Adams,Denver,CO,US,39.83394541,-104.97878519
207,USCONBRQXDAWRM,Fairview,neighborhood,Adams,Denver,CO,US,39.84124218,-105.02307165
208,USCONBYYIUCKUP,North Federal Heights,neighborhood,Adams,Denver,CO,US,39.86064275,-105.02040754
209,USCONBKSXDBWOA,Perl Mack Manor Fourth Filing,neighborhood,Adams,Denver,CO,US,39.82831153,-105.01001025
210,USCONBLJISVHOG,Perl Mack Manor Ninth Filing,neighborhood,Adams,Denver,CO,US,39.83684885,-105.00347427
211,USCONBOBAJSHUH,PerlMackManorThirdFiling,neighborhood,Adams,Denver,CO,US,39.82468306,-105.00980243
212,USCONBWYBQBMTT,Quail Crossing,neighborhood,Adams,Denver,CO,US,39.94175445,-105.00261014
213,USCONBKIULSUAG,Welby Hill Condo,neighborhood,Adams,Denver,CO,US,39.8474374,-104.95675731
214,USCONBTTWBSNAG,Westbury Farms At Apple Valley North,neighborhood,Adams,Denver,CO,US,39.90035841,-105.000926
215,USCONBADVMQEKM,Westminster Station,neighborhood,Adams,Denver,CO,US,39.82307497,-105.02332219
216,USCONBFBMXAWBV,Westmoreland,neighborhood,Adams,Denver,CO,US,39.79634597,-105.02040302
217,USCONBAUKAGSQL,Sunset Ridge,neighborhood,Adams,Westminster,CO,US,39.864792905,-105.03461436500001
218,USCONBQSJYZEOU,Huntington Trails,neighborhood,Adams,Westminster,CO,US,39.95491,-105.00229999999999
219,USCONBRVKSFVGZ,Shaw Heights,neighborhood,Adams,Westminster,CO,US,39.853223944999996,-105.03568869
220,USCONBKSMFOPBT,The Village at Harmony Park,neighborhood,Adams,Westminster,CO,US,39.933799385,-105.012319085
221,USCONBDAXLPGWM,Wild Flower Condo,neighborhood,Adams,Westminster,CO,US,39.910953045,-105.02465272
222,USCONBAWKBNDCS,Amherst,neighborhood,Adams,Westminster,CO,US,39.93610906,-105.0135351
223,USCONBBZAKSAUG,Apple Valley North,neighborhood,Adams,Westminster,CO,US,39.9007132,-104.99951767
224,USCONBKGKRADYB,Autumn Chase,neighborhood,Adams,Westminster,CO,US,39.88991005,-105.0274284
225,USCONBWYBHYAVV,The Lakes At Dunes Park Condo,neighborhood,Adams,Commerce City,CO,US,39.90078276,-104.8685886
226,USCONBETQFCPQH,Bromley Park,neighborhood,Adams,Brighton,CO,US,39.982425645,-104.74994287
227,USCONBSYGVHBSH,The Preserve,neighborhood,Adams,Brighton,CO,US,39.991647355,-104.77712485
228,USCONBBDVTYPEW,Clover Meadows,neighborhood,Adams,Brighton,CO,US,39.99701159,-104.80498309999999
229,USCONBICKSGDFY,Eagle Shadow,neighborhood,Adams,Brighton,CO,US,39.996724799999996,-104.91367174
230,USCONBINBUPKLC,Pheasant Ridge,neighborhood,Adams,Brighton,CO,US,39.981729045,-104.77600144499999
231,USCONBDNNWKWSN,Baseline Lakes,neighborhood,Adams,Brighton,CO,US,39.99885232,-104.86445624
232,USCONBKPWYNFBG,Brighton Crossings,neighborhood,Adams,Brighton,CO,US,39.99037612,-104.74599754
233,USCONBBDWGRUED,Brighton East Farms Filing 2,neighborhood,Adams,Brighton,CO,US,39.9997627,-104.75641163
234,USCONBNHIHYHXD,Brighton East Horizons,neighborhood,Adams,Brighton,CO,US,39.99719007,-104.77677144
235,USCONBOCFQOCVT,Pleasant View,neighborhood,Adams,Brighton,CO,US,39.94136693,-104.81446801
236,USCONBOTDVWVLM,Sugar Creek,neighborhood,Adams,Brighton,CO,US,39.97756379,-104.78732583
237,USCONBHIABOPLP,The Ridge Bromley Lane Condo,neighborhood,Adams,Brighton,CO,US,39.975269,-104.788476
238,USCONBUNDPANPK,View Point East,neighborhood,Adams,Brighton,CO,US,39.96299022,-104.60918938
239,USCONBLWYESDEW,Green Valley Ranch East,neighborhood,Adams,Aurora,CO,US,39.770155364999994,-104.73060043000001
240,USCONBCQVKFOCS,High Point,neighborhood,Adams,Aurora,CO,US,39.81502112,-104.74327252
241,USCONBIVHXXORT,Morris Heights,neighborhood,Adams,Aurora,CO,US,39.7580879,-104.82933027
242,USCONBIVRYXFQI,Aurora Cascades,neighborhood,Adams,Aurora,CO,US,39.74652747,-104.76633675
243,USCONBMKUHTHRC,Aurora Cascades Sub Filing 2,neighborhood,Adams,Aurora,CO,US,39.74499499,-104.76743915
244,USCONBKJUSAAXV,Aurora Central,neighborhood,Adams,Aurora,CO,US,39.75539034,-104.82867494
245,USCONBZWEMNXUW,GATEWAY PARK ADD,neighborhood,Adams,Aurora,CO,US,39.745028,-104.864299
246,USCONBTXLVHTIE,New Englands Heights,neighborhood,Adams,Aurora,CO,US,39.7491239,-104.87026491
247,USCONBFMLLADIW,Sable,neighborhood,Adams,Aurora,CO,US,39.7503876,-104.82210502
248,USCONBUSAQRVGI,Sclavenitis,neighborhood,Adams,Aurora,CO,US,39.74334171,-104.85620471
249,USCONBBROSFZEH,Midtown,neighborhood,Adams,Denver,CO,US,39.82182195,-105.01714547
250,USCONBBRPFZXMA,Perl Mack Manor,neighborhood,Adams,Denver,CO,US,39.829287605000005,-105.006258435
251,USCONBDYBZXMGB,Arras Park,neighborhood,Adams,Denver,CO,US,39.88233037,-104.95168043
252,USCONBERNCAXHK,Berkeley,neighborhood,Adams,Denver,CO,US,39.79186154,-105.01840995
253,USNCNBBZQXTUHO,RAYON PARK,neighborhood,,Statesville,NC,US,35.7804325,-80.9216985
254,USNCNBTIREDRER,NONE,neighborhood,,Linwood,NC,US,35.7614305,-80.3977035
255,USCONBIUZVGXWE,HERITAGE TODD CREEK,neighborhood,Adams,Thornton,CO,US,39.9709959,-104.88809814000001
256,USCONBJGPWLJSU,Thornton,neighborhood,Adams,Thornton,CO,US,39.85907483,-104.96357188
257,USCONBKIKXXXHN,Parkside,neighborhood,Adams,Thornton,CO,US,39.88008553,-105.00769958000001
