location_id,location_code,location_name,location_type,area,city,state_code,country,latitude,longitude
258,USCONBQBYLYICL,Amber Creek,neighborhood,Adams,Thornton,CO,US,39.93937848,-104.90689663
259,USCONBVMOMGSWT,Cottonwood Lakes,neighborhood,Adams,Thornton,CO,US,39.93242152,-104.94497419
260,USCONBTYHHUFRI,North Hill,neighborhood,Adams,Thornton,CO,US,39.95495821,-104.92104658
261,USCONBHGNRONRN,Eastlake Village,neighborhood,Adams,Thornton,CO,US,39.9231635,-104.956852
262,USCONBJNYVNUSX,Homestead Hills,neighborhood,Adams,Thornton,CO,US,39.947589305,-104.93606812
263,USCONBNXVQONQN,Mayfield,neighborhood,Adams,Thornton,CO,US,39.910294955,-104.909894065
264,USCONBVQGKITSH,River Valley Village,neighborhood,Adams,Thornton,CO,US,39.872739485,-104.93605726999999
265,USCONBXIHUUDRE,Arras Park,neighborhood,Adams,Thornton,CO,US,39.88298107,-104.95043036
266,USCONBHDAXOTOD,Quail Run,neighborhood,Arapahoe,Aurora,CO,US,39.694336050000004,-104.774221525
267,USCONBRZFQKFQC,Sterling Hills,neighborhood,Arapahoe,Aurora,CO,US,39.67516444,-104.75629019
268,USCONBOYTEIQQJ,Stone Ridge Park,neighborhood,Arapahoe,Aurora,CO,US,39.68700846,-104.7988889
269,USCONBITROQNSD,Apache Mesa,neighborhood,Arapahoe,Aurora,CO,US,39.72855202,-104.79544343
270,USCONBFNVDWTCC,Harvest Ridge,neighborhood,Arapahoe,Aurora,CO,US,39.68130169,-104.7000619
271,USCONBEZGEKOAY,Havana Park,neighborhood,Arapahoe,Aurora,CO,US,39.72884365,-104.86395385
272,USCONBIIOCSAYN,Pheasant Run,neighborhood,Arapahoe,Aurora,CO,US,39.63134678,-104.79789601
273,USCONBUVPVPHOE,Tallgrass,neighborhood,Arapahoe,Aurora,CO,US,39.64059362,-104.74087173
274,USCONBOSUHKBSN,Alvarado Place,neighborhood,Arapahoe,Aurora,CO,US,39.73949079,-104.88085338
275,USCONBTOFTTAZI,Chambers Heights,neighborhood,Arapahoe,Aurora,CO,US,39.730282425,-104.816878145
276,USCONBJQPJRZTX,East Quincy Highlands,neighborhood,Arapahoe,Aurora,CO,US,39.643899705,-104.72920249500001
277,USCONBKWAHCTGI,Foxdale,neighborhood,Arapahoe,Aurora,CO,US,39.70225178,-104.7759463
278,USCONBWWRXREKK,Heather Ridge,neighborhood,Arapahoe,Aurora,CO,US,39.673820515,-104.833989215
279,USCONBAVPIIVJZ,Nevin Village,neighborhood,Arapahoe,Aurora,CO,US,39.69391372,-104.81243276000001
280,USCONBEPVNKRTD,Nevin Village Green,neighborhood,Arapahoe,Aurora,CO,US,39.692213555,-104.81241765
281,USCONBSMBTZTKN,Parkway Point,neighborhood,Arapahoe,Aurora,CO,US,39.70485412,-104.787418505
282,USCONBKFQUCRCE,The Farm,neighborhood,Arapahoe,Aurora,CO,US,39.598873115,-104.77993192
283,USCONBODNPYXHC,Tollgate Crossing,neighborhood,Arapahoe,Aurora,CO,US,39.62753597,-104.70742870000001
284,USCONBZJJTBESI,Willow Trace,neighborhood,Arapahoe,Aurora,CO,US,39.633388515,-104.751371025
285,USCONBZJDHOEPJ,Zurchers Sub,neighborhood,Arapahoe,Aurora,CO,US,39.738649235,-104.856144025
286,USCONBYRBROCGA,ADONEA SUBDIVISION FLG NO 7,neighborhood,Arapahoe,Aurora,CO,US,39.722352,-104.681262
287,USCONBEOTXXVJA,Apache Mesa 2nd Flg,neighborhood,Arapahoe,Aurora,CO,US,39.73428732,-104.795671
288,USCONBZIQBJVMT,Argenta Townhomes,neighborhood,Arapahoe,Aurora,CO,US,39.7207311,-104.86836499
289,USCONBPXLNZNNU,Aurora at Cross Creek,neighborhood,Arapahoe,Aurora,CO,US,39.724403,-104.71501944
290,USCONBMCQMZTGT,AURORA HILLS 4TH FLG,neighborhood,Arapahoe,Aurora,CO,US,39.707225,-104.834776
291,USCONBBSOLRAXZ,BAYBERRY CONDOS SUPPLS 4 THRU 6,neighborhood,Arapahoe,Aurora,CO,US,39.709606,-104.801208
292,USCONBVWDSKUPG,Brooklyn,neighborhood,Arapahoe,Aurora,CO,US,39.73389254,-104.88264818
293,USCONBZSRFUVEV,Century City Condominiums,neighborhood,Arapahoe,Aurora,CO,US,39.69850132,-104.82171788
294,USCONBRSXPFXHZ,Cherry Grove East Condos Ph 2,neighborhood,Arapahoe,Aurora,CO,US,39.71825542,-104.82081211
295,USCONBFLJQQEWQ,Copper Ridge Sub 1st Flg,neighborhood,Arapahoe,Aurora,CO,US,39.69762451,-104.78829682
296,USCONBJFKUXFYD,Country Green,neighborhood,Arapahoe,Aurora,CO,US,39.68131446,-104.84869329
297,USCONBUWMLXZKJ,COUNTRY LANE,neighborhood,Arapahoe,Aurora,CO,US,39.66984927,-104.77922113
298,USCONBWFTIUERM,Country Village,neighborhood,Arapahoe,Aurora,CO,US,39.71679439,-104.81168523
299,USCONBUXYJBQPF,Creekview at River Run II,neighborhood,Arapahoe,Aurora,CO,US,39.57963094,-104.79751947
300,USCONBQRXUVUKJ,Dayton Triangle,neighborhood,Arapahoe,Aurora,CO,US,39.6882934,-104.87105585
