location_id,location_code,location_name,location_type,area,city,state_code,country,latitude,longitude
226,USCONBLACMHFJV,Hallscraft Village East,neighborhood,Arapahoe,Aurora,CO,US,39.69335076,-104.84091033
227,USCONBHITCYRMK,HAMPDEN HILLS AT AURORA SUB 9TH FLG,neighborhood,Arapahoe,Aurora,CO,US,39.64611183,-104.7597375
228,USCONBVOTVYENC,Heather Ridge South,neighborhood,Arapahoe,Aurora,CO,US,39.66725853,-104.83295818
229,USCONBXZNSZIPY,High Hollows,neighborhood,Arapahoe,Aurora,CO,US,39.70242171,-104.86318254
230,USCONBUMGRFXQG,Highland Park 4th FLG,neighborhood,Arapahoe,Aurora,CO,US,39.72032854,-104.86314281
231,USCONBFYKJVCVD,Highland Villas,neighborhood,Arapahoe,Aurora,CO,US,39.5781475,-104.71872
232,USCONBKHXXHBNN,Highline,neighborhood,Arapahoe,Aurora,CO,US,39.69564459,-104.87260218
233,USCONBMWSCYPYK,Hoffman Town,neighborhood,Arapahoe,Aurora,CO,US,39.73668077,-104.83213423
234,USCONBGJCYTSGE,Iliff Commons,neighborhood,Arapahoe,Aurora,CO,US,39.68006305,-104.7649229
235,USCONBDRWTYLWX,KINGSBOROUGH SUB 8TH FLG,neighborhood,Arapahoe,Aurora,CO,US,39.694039,-104.763866
236,USCONBPTITLBCZ,Lexington East,neighborhood,Arapahoe,Aurora,CO,US,39.68274019,-104.76137578
237,USCONBWBOTEPHG,LEXINGTON SUB 1ST FLG,neighborhood,Arapahoe,Aurora,CO,US,39.695713,-104.793792
238,USCONBGQODQSZM,Little Horn Sub Amd,neighborhood,Arapahoe,Aurora,CO,US,39.66942,-104.85174
239,USCONBVERTYHTQ,Lyn Meadows,neighborhood,Arapahoe,Aurora,CO,US,39.72089506,-104.84758821
240,USCONBINBWXCQI,Meadow Hills,neighborhood,Arapahoe,Aurora,CO,US,39.64426717,-104.82223974
241,USCONBSCJQPNAN,MEADOW POINT CONDOS PHS 1-2 & 3,neighborhood,Arapahoe,Aurora,CO,US,39.635936,-104.787476
242,USCONBVYPPUZZR,Meadowood Subdivision,neighborhood,Arapahoe,Aurora,CO,US,39.66082774,-104.80216236
243,USCONBHOISIMUB,Mill Run,neighborhood,Arapahoe,Aurora,CO,US,39.64319228,-104.78620346
244,USCONBCTPQFBHY,MISSION VIEJO SUB 11TH FLG,neighborhood,Arapahoe,Aurora,CO,US,39.645266,-104.792324
